alert_id,cloud_provider,alert_type,severity,status,region,service,account_id,resource_id,user,source_ip,dest_ip,timestamp,detected_by,remediation_action,policy_id,policy_name,compliance_standard,is_automated,mfa_enabled,encryption,port,data_volume_mb,num_resources_affected,num_users_affected,external_sharing,alert_description,tags,escalation_required,acknowledged_by,time_to_remediate_min,geo_country,geo_city,alert_correlation_id,threat_intelligence_source,remediation_sla,user_role,device_type,cloud_account_type,alert_suppression_reason,false_positive_reason,linked_ticket_id,historical_alert_count,anomaly_score,cloud_tagging,alert_source,remediation_status,patch_status,vulnerability_cve_id,data_sensitivity,api_endpoint,cloud_subscription_name,alert_escalation_level,incident_priority,alert_age_minutes,user_department,cloud_billing_account,resource_owner,remediation_owner,alert_notes_comments,alert_update_timestamp,alert_closure_reason
ALERT-100358,Azure,Unusual Data Access,High,Resolved,australia-southeast1,Active Directory,3a676730-5004-4889-be7f-86beb77e4870,991d0bff-d69a-40b6-bea6-b218a7023072,christopheredwards@glover-white.net,97.30.73.17,178.47.115.194,2/13/2025 16:22,WIZ Blaze,Revoke Access,POL-6169,Unusual Data Access Policy,None,TRUE,FALSE,AES-256,3389,180.68,3,1,TRUE,Alert for Unusual Data Access detected in Active Directory on Azure,prod,FALSE,victoriagibson@mendoza.com,537,JP,Tokyo,dce1a618-b502-431c-86fa-5bb9228ab424,Internal,24 hours,Manager,Mobile,Test,Known benign,Misclassification,TICK-6691,34,0.96,Env=Test,Automated,Pending,Patched,CVE-2010-2671,PII,/updateRecord,AWS-Prod,Tier 3,P1,838,Finance,CTMI28909340557427,Megan Lane,Robert Garrison,Door sister from far.,4/24/2025 15:11,Resolved
ALERT-100359,AWS,DDoS Attack,Medium,Open,eastus2,S3,a1af940f-04fc-41eb-b087-8774326e9324,1bf0242f-862d-41c0-a541-11a90b701e8d,michaellee@jones.net,210.96.45.55,85.211.207.24,3/27/2025 15:07,WIZ Blaze,Block IP,POL-8949,DDoS Attack Policy,None,FALSE,TRUE,None,443,106.81,6,1,TRUE,Alert for DDoS Attack detected in S3 on AWS,"test,external",TRUE,,,IN,Bangalore,74fcb214-ca47-41e6-a7e3-cbec5842cbba,IBM X-Force,24 hours,Developer,Workstation,Test,Known benign,Behavior expected,TICK-5536,13,0.56,Owner=Security,Automated,In Progress,Patched,CVE-2021-1528,PII,/login,GCP-Test,Tier 3,P1,1289,HR,KVGV15232480654566,Ashley Henderson,Daniel Galvan,Civil continue realize his report.,4/21/2025 21:25,Resolved
ALERT-100360,GCP,Unapproved Region Usage,High,Investigating,southamerica-east1,Compute Engine,e71286fe-66e7-43dc-8267-62bcae66ce26,8946d30c-7d96-4186-9303-8a0fa6ebcd4d,marielong@merritt.com,176.49.62.199,212.156.119.241,3/11/2025 4:31,WIZ Knex Cloud,Revoke Access,POL-7822,Unapproved Region Usage Policy,NIST,TRUE,FALSE,AES-256,3306,229.84,1,3,TRUE,Alert for Unapproved Region Usage detected in Compute Engine on GCP,"critical,gdpr",TRUE,smithcheryl@hotmail.com,,DE,Berlin,553151d5-add7-4d6b-90f8-c7bf771fb76d,IBM X-Force,4 hours,Analyst,Mobile,Production,Whitelisted,Misclassification,TICK-7637,29,0.39,Env=Dev,Manual,Complete,Unpatched,CVE-2025-1754,PCI,/updateRecord,Azure-Dev,Tier 1,P2,754,Engineering,FXID82377321502199,Amanda West,Cynthia Williams,West instead direction pay eye firm.,4/22/2025 10:47,Mitigated
ALERT-100361,Azure,Data Exfiltration,Low,Open,eastus2,Functions,8c2816c0-4ec8-4a1e-b5e5-3c9aacc43664,eae36bab-6758-4966-9529-9c3558c8cec9,mahoneycheryl@silva-henderson.com,207.176.77.142,215.138.110.89,2/10/2025 13:09,WIZ AutoFocus,None,POL-6397,Data Exfiltration Policy,CIS,FALSE,FALSE,RSA-2048,22,483.18,4,1,FALSE,Alert for Data Exfiltration detected in Functions on Azure,"prod,critical",TRUE,,,US,San Francisco,9a1813de-4273-4807-983e-45c330084a6e,Talos,72 hours,Admin,Mobile,Production,Maintenance,None,TICK-7420,44,0.38,Dept=Finance,Automated,Pending,Not Applicable,CVE-2016-4469,PHI,,GCP-Test,Tier 3,P3,289,Engineering,EEKY17818267444639,Nicole Marshall,Matthew Gonzales,Determine man happy check high add.,4/22/2025 15:07,Resolved
ALERT-100362,GCP,Unusual Data Access,Medium,Open,eu-west-1,Compute Engine,9dae72f0-f327-4763-b110-7d4b767f32a7,a6c0839c-79f7-43e1-b5c0-7cf1b4427103,crystalperez@yahoo.com,175.216.220.198,75.210.190.187,3/11/2025 0:22,WIZ Blaze,Quarantine Resource,POL-1336,Unusual Data Access Policy,GDPR,TRUE,FALSE,SSL,8080,72.81,3,1,FALSE,Alert for Unusual Data Access detected in Compute Engine on GCP,"external,critical",FALSE,,,BR,Sao Paulo,a5f1a8c8-059c-44ac-b270-1f430c1204e6,VirusTotal,72 hours,Manager,Workstation,Production,Whitelisted,Test system,TICK-1354,20,0.05,Owner=Security,Automated,Complete,Unpatched,CVE-2014-1625,PCI,/deleteFile,Azure-Dev,Tier 2,P4,1118,Security,VNKG44679942762348,Allison Campbell,Andrew Esparza,Partner tonight discussion eat stay hospital.,4/24/2025 8:09,Resolved
ALERT-100363,GCP,Unusual Data Access,Low,Investigating,europe-west2,Cloud SQL,9ee73f9c-571c-4366-a765-80713b2070c3,e5938ab7-11e1-4e5b-9375-fec9b9fe2da3,jvargas@ross-williams.org,150.122.212.178,170.54.85.199,3/6/2025 1:38,WIZ Vertex FSOAR,Update Policy,POL-8298,Unusual Data Access Policy,ISO 27001,FALSE,FALSE,RSA-2048,0,200.43,7,1,FALSE,Alert for Unusual Data Access detected in Cloud SQL on GCP,"test,pci",FALSE,jennifer21@hotmail.com,,BR,Sao Paulo,796f4796-a7a4-4e4e-b0ec-7a2cdb258983,IBM X-Force,72 hours,Analyst,Server,Staging,None,Behavior expected,TICK-7488,50,0.73,Dept=Finance,Third-Party,Complete,Patched,CVE-2019-6479,PII,/login,AWS-Prod,Tier 2,P4,183,Finance,IFNY69089653834395,Taylor Nguyen,Oscar Chapman,Across level stay base space.,4/19/2025 23:00,False Positive
ALERT-100364,AWS,IAM Misconfiguration,Medium,False Positive,ap-southeast-1,IAM,b5f2eef0-ccc9-43b0-99b3-828a026f4e8d,34f518b2-f683-411d-978d-2dbbff37135c,lucas20@gmail.com,215.50.25.204,221.39.224.176,2/20/2025 23:06,WIZ Blaze,Quarantine Resource,POL-5762,IAM Misconfiguration Policy,None,FALSE,TRUE,SSL,8080,272.54,3,2,FALSE,Alert for IAM Misconfiguration detected in IAM on AWS,external,FALSE,kcox@hotmail.com,,DE,Berlin,ed91569a-b8c4-4451-aac9-5f176d728da8,VirusTotal,4 hours,Admin,Server,Production,None,Test system,TICK-3963,30,0.43,Dept=Finance,Manual,In Progress,Not Applicable,CVE-2022-4311,None,/downloadReport,AWS-Prod,Tier 3,P1,242,IT,IRLF50380052711396,Christopher Morse,Cheryl Jones,Democrat level gun and art high wide.,4/22/2025 0:27,False Positive
ALERT-100365,GCP,IAM Misconfiguration,Medium,Resolved,australia-southeast1,Cloud Storage,0bf9ebc4-0329-4bdf-a86f-fb0efdfdca4c,24cae9a2-21d9-4505-8dd2-e066000ad051,carlwang@newton.biz,139.121.223.60,214.137.17.91,3/7/2025 10:00,WIZ Blaze,Rotate Keys,POL-2548,IAM Misconfiguration Policy,None,FALSE,FALSE,TLS,0,0.31,2,5,TRUE,Alert for IAM Misconfiguration detected in Cloud Storage on GCP,internal,TRUE,andreamcguire@brown-booker.com,378,US,New York,65a15744-0a4d-4531-9b65-fccc1485f4e2,Talos,8 hours,Analyst,IoT Device,Staging,None,None,TICK-2018,9,0.55,Env=Dev,Manual,In Progress,Not Applicable,CVE-2014-8921,PCI,/deleteFile,AWS-Prod,Tier 2,P4,492,Finance,SLHK61212477185194,Edward Booker,Kathleen Williams,Across table consumer away outside base.,4/20/2025 11:58,Monitoring
ALERT-100366,Azure,IAM Misconfiguration,Low,Resolved,asia-east1,Active Directory,164b8677-b39a-4120-bec9-4809ee8687a6,916043b1-5cd7-49a5-82f7-af79cb554d54,francisco80@gmail.com,221.206.214.124,17.131.252.233,3/17/2025 3:28,WIZ Blaze,Update Policy,POL-5342,IAM Misconfiguration Policy,SOC2,TRUE,TRUE,None,443,156.02,10,3,TRUE,Alert for IAM Misconfiguration detected in Active Directory on Azure,"prod,internal",FALSE,stewartkristen@boyd.biz,243,BR,Sao Paulo,c5221e02-799a-479b-97e2-5a722bf48045,Internal,4 hours,Developer,Workstation,Production,Whitelisted,Test system,TICK-3689,8,0.99,Owner=Security,Manual,In Progress,Patched,CVE-2012-4438,PHI,,Azure-Dev,Tier 2,P4,399,Security,ZWNV77838664681554,Adam Bishop,Teresa Nguyen,Indeed into star well win.,4/23/2025 15:34,Mitigated
ALERT-100367,AWS,Malware Detected,High,Open,centralus,EKS,45cdb7f5-62d8-4cef-b311-1b5612e763dc,a5fc3d7b-2d44-4c63-95a6-c3fb65c8afcc,hinesernest@stevens.com,196.0.201.148,71.45.189.226,3/22/2025 3:42,WIZ AutoFocus,Block IP,POL-7471,Malware Detected Policy,HIPAA,TRUE,TRUE,None,80,103.15,4,1,TRUE,Alert for Malware Detected detected in EKS on AWS,"pci,external,prod",TRUE,,,JP,Tokyo,a431a077-f235-4364-8f37-a5d6d17d4062,AlienVault,72 hours,Intern,Server,Test,None,None,TICK-4190,43,0.7,Env=Dev,Third-Party,In Progress,Not Applicable,CVE-2021-4185,PII,,AWS-Prod,Tier 1,P4,1427,Finance,SGTO94838382095028,Samuel Pope,Mr. Devin Johnson,American plan our senior write because.,4/18/2025 17:45,Resolved
ALERT-100368,Azure,Shadow IT,Low,Open,australia-southeast1,VM,edf01fd9-1fe6-4e75-a74e-243120a38d71,a4c5b8ee-cb8b-4285-9b1f-3307cc1ba389,littlebrittney@house.info,191.20.208.44,14.166.11.152,3/1/2025 0:12,WIZ Knex Cloud,Auto-Remediate,POL-8592,Shadow IT Policy,PCI DSS,FALSE,FALSE,AES-256,443,124.42,3,2,FALSE,Alert for Shadow IT detected in VM on Azure,"internal,prod",FALSE,,,US,San Francisco,6276a244-b44f-4ea1-bc96-565580910455,Internal,72 hours,Developer,Server,Production,Whitelisted,Behavior expected,TICK-7559,4,0.83,Env=Test,Manual,Complete,Not Applicable,CVE-2018-8262,PHI,/deleteFile,Azure-Dev,Tier 2,P3,661,HR,ADUR98014754510747,Thomas Valencia,Robin Wood,Exactly method education where give.,4/22/2025 15:55,Resolved
ALERT-100369,GCP,Publicly Exposed Resource,Medium,Investigating,centralus,Cloud Storage,bb2a7c37-041d-461f-9859-325f69306823,dc9c27c9-3abf-49a2-932c-b24fefb488c0,muellernatasha@daniels-berger.com,216.52.134.169,179.59.54.150,2/3/2025 7:50,WIZ AutoFocus,None,POL-2682,Publicly Exposed Resource Policy,ISO 27001,FALSE,FALSE,RSA-2048,0,93.25,9,3,TRUE,Alert for Publicly Exposed Resource detected in Cloud Storage on GCP,"external,pci",FALSE,qlee@hotmail.com,,BR,Sao Paulo,f76eb96d-9fa5-48fa-98df-a7d906b52d73,AlienVault,4 hours,Developer,IoT Device,Staging,Known benign,None,TICK-4674,10,0.57,Dept=Finance,Third-Party,In Progress,Not Applicable,CVE-2022-5220,PHI,/updateRecord,AWS-Prod,Tier 2,P4,448,Finance,YFZP22419546932713,Benjamin Hernandez,Peter Rodgers,Pull his name nice color.,4/21/2025 13:37,False Positive
ALERT-100370,AWS,DDoS Attack,Low,Open,southamerica-east1,CloudTrail,f314999b-cdb7-410a-9040-e48c2248a053,fe675ecf-24c3-4d80-9e26-2922550d4ae2,vhall@hotmail.com,216.220.227.149,173.90.12.80,2/26/2025 17:47,WIZ Knex Cloud,Auto-Remediate,POL-7834,DDoS Attack Policy,None,TRUE,FALSE,RSA-2048,3306,106.13,8,4,TRUE,Alert for DDoS Attack detected in CloudTrail on AWS,gdpr,TRUE,,,US,San Francisco,8b4c60d9-9890-4814-9d49-1966f55822a3,Talos,8 hours,Manager,Mobile,Production,Maintenance,None,TICK-6081,8,0.41,Dept=Finance,Manual,Pending,Patched,CVE-2020-2002,PII,/getUser,AWS-Prod,Tier 2,P1,1416,HR,JWYE10436496057140,Molly Clark,Stephanie Reed,Old certainly loss him mother phone.,4/22/2025 23:23,Resolved
ALERT-100371,Azure,Abnormal API Call,Medium,Investigating,southamerica-east1,NSG,2d1e2246-6911-414f-9cd7-6b0093e2ff64,bcc3f97d-9012-40e5-b15f-8ee3e1b708a4,amymiller@mason.info,154.116.105.250,164.79.217.79,1/30/2025 19:07,WIZ AutoFocus,Update Policy,POL-3148,Abnormal API Call Policy,HIPAA,FALSE,FALSE,TLS,25,224.5,3,5,TRUE,Alert for Abnormal API Call detected in NSG on Azure,"dev,critical",FALSE,joanne29@valenzuela.net,,JP,Tokyo,d7a1b0bf-d661-4825-a140-29522ce71b5f,Internal,4 hours,Admin,Mobile,Staging,None,Behavior expected,TICK-3541,46,0.15,Env=Prod,Automated,Complete,Unpatched,CVE-2019-7827,PII,/login,GCP-Test,Tier 3,P2,1416,Finance,LLSI43204576742520,Robert Parker,Jody Lambert,Continue get worry second sound top task spring.,4/24/2025 23:47,Monitoring
ALERT-100372,AWS,Malware Detected,Low,Investigating,us-west-2,VPC,40374f0e-864a-4512-b095-1e872e6c2439,1040e538-5d2e-4b98-851a-41413543860c,pamelalittle@yahoo.com,46.26.86.83,211.198.73.169,4/7/2025 11:27,WIZ Blaze,Auto-Remediate,POL-4845,Malware Detected Policy,GDPR,TRUE,TRUE,TLS,8080,462.79,6,2,TRUE,Alert for Malware Detected detected in VPC on AWS,"prod,external,internal",FALSE,michael90@lee.com,,IN,Bangalore,1013e680-7179-4abd-858e-95aa684b9061,VirusTotal,72 hours,Manager,IoT Device,Test,None,None,TICK-3678,46,0.41,Env=Dev,Manual,Complete,Unpatched,CVE-2014-5787,PII,/updateRecord,GCP-Test,Tier 2,P3,686,Finance,TNLU53601831904121,Patricia Wilkerson,Ian Martinez,Thousand character campaign try.,4/20/2025 14:26,Mitigated
ALERT-100373,Azure,Unusual Login,High,Open,ap-southeast-1,Functions,848cf3ed-ef49-45c3-a90b-646f254a2d7b,d40f0346-7c56-476d-8b60-b1e0399e7e9e,portertyler@ross.org,27.219.148.208,209.136.64.191,2/26/2025 6:49,WIZ AutoFocus,Block IP,POL-6820,Unusual Login Policy,CIS,FALSE,TRUE,RSA-2048,0,339.82,2,1,FALSE,Alert for Unusual Login detected in Functions on Azure,"dev,prod",TRUE,,,US,San Francisco,6d000f97-945e-4878-b9f0-88b5c1dbdacd,Talos,4 hours,Analyst,Server,Production,None,Behavior expected,TICK-8167,5,0.52,Env=Test,Manual,In Progress,Not Applicable,CVE-2017-3551,PHI,/updateRecord,Azure-Dev,Tier 2,P1,787,HR,ZXEH30866277800070,Felicia Nelson,William Bridges,Member hear her their race out training.,4/20/2025 23:23,Monitoring
ALERT-100374,GCP,IAM Misconfiguration,Medium,Open,us-west-2,GKE,d9d46926-8da2-498d-9547-0175c727cd04,2d212833-1b47-4645-bbfe-c88430546036,holly78@wheeler-simmons.com,162.93.130.190,197.15.130.109,3/23/2025 1:28,WIZ Vertex FSOAR,Block IP,POL-3572,IAM Misconfiguration Policy,HIPAA,FALSE,FALSE,AES-256,22,638.3,6,3,TRUE,Alert for IAM Misconfiguration detected in GKE on GCP,pci,FALSE,,,US,New York,5374a7bb-079d-439b-b5ac-3c4d14e99710,AlienVault,8 hours,Admin,Mobile,Staging,Maintenance,Test system,TICK-8523,10,0.29,Dept=Finance,Manual,Pending,Patched,CVE-2024-2057,PHI,/downloadReport,AWS-Prod,Tier 1,P3,627,Engineering,CFRJ00409683886543,Tonya Rangel,Christie Nelson,Room crime stuff few forward administration study.,4/19/2025 15:36,Mitigated
ALERT-100375,Azure,Abnormal Billing,High,Open,eastus2,Active Directory,3518e85d-0aec-4eee-8b29-01e5b2029167,a3a75ce7-837e-4f81-8a20-1276c6a5a8ac,victoriamedina@burgess-ross.com,147.168.158.73,126.77.177.91,2/10/2025 18:07,WIZ AutoFocus,Revoke Access,POL-2396,Abnormal Billing Policy,HIPAA,FALSE,FALSE,TLS,3389,91.84,3,5,FALSE,Alert for Abnormal Billing detected in Active Directory on Azure,test,FALSE,,,JP,Tokyo,997b50d4-4aaa-4edc-bb34-4bf31c55b6c2,IBM X-Force,8 hours,Admin,Workstation,Test,Whitelisted,Misclassification,TICK-5778,4,0.59,Owner=Security,Automated,In Progress,Not Applicable,CVE-2013-7196,PCI,,GCP-Test,Tier 1,P3,417,Finance,UBTX79307512067125,Andrew Small,Randy Russell,Official necessary example wonder kid left education.,4/20/2025 2:12,Mitigated
ALERT-100376,Azure,Weak Encryption,Medium,Open,australia-southeast1,AKS,f297c5d7-4601-4cb1-a4a3-2ec867e54f92,089a8ae9-0c56-4187-a107-dbbdb8baaac9,tonyahuang@gmail.com,139.111.154.80,219.49.173.0,4/21/2025 8:10,WIZ AutoFocus,None,POL-8251,Weak Encryption Policy,PCI DSS,TRUE,TRUE,AES-256,3306,318.08,6,4,TRUE,Alert for Weak Encryption detected in AKS on Azure,"prod,pci",TRUE,,,BR,Sao Paulo,61ee85ab-02f2-43d0-8bed-2290e016c24b,IBM X-Force,24 hours,Admin,Workstation,Staging,Known benign,None,TICK-2832,5,0.33,Dept=Finance,Manual,Pending,Not Applicable,CVE-2019-2501,PCI,/updateRecord,GCP-Test,Tier 2,P2,1168,Engineering,DYIH47940700557564,Michael Turner,Todd Johnson,Situation guy example western discussion reason.,4/19/2025 0:11,Resolved
ALERT-100377,GCP,Weak Encryption,High,Resolved,us-east-1,VPC,6b797afe-a7d3-4088-8453-1427ec9676c0,9628a40f-0d9e-4d24-8440-cf248b1d4e01,alexander94@merritt-galvan.biz,15.178.90.234,94.199.154.246,3/10/2025 13:05,WIZ AutoFocus,Rotate Keys,POL-7586,Weak Encryption Policy,HIPAA,FALSE,FALSE,AES-256,8080,145.84,9,5,TRUE,Alert for Weak Encryption detected in VPC on GCP,"external,pci,critical",TRUE,delgadojennifer@yahoo.com,1119,DE,Berlin,a3e9757d-989c-40cc-b5af-92a1fa724668,AlienVault,4 hours,Manager,Mobile,Test,Maintenance,Misclassification,TICK-1499,41,0.24,Env=Dev,Manual,Complete,Unpatched,CVE-2012-4115,PHI,/downloadReport,Azure-Dev,Tier 3,P4,1366,IT,IOJG14907616671610,Thomas Baird,Sara Ewing,Cell above station argue example address.,4/23/2025 19:00,Resolved
ALERT-100378,GCP,Suspicious Container Activity,High,Open,europe-west2,GKE,40469543-fb20-4995-9e80-05d80b4e66c9,7b69c5d7-02fb-4fa2-b9f0-d0fa40fbd530,hodom@gmail.com,142.202.235.6,217.166.7.165,2/18/2025 6:22,WIZ Blaze,Notify Admin,POL-5940,Suspicious Container Activity Policy,NIST,TRUE,FALSE,SSL,22,647.45,9,5,FALSE,Alert for Suspicious Container Activity detected in GKE on GCP,dev,FALSE,,,BR,Sao Paulo,ac5edbb2-a27e-4541-b20b-5913b05a1c4b,VirusTotal,24 hours,Manager,Server,Test,Known benign,Test system,TICK-7723,17,0.14,Env=Prod,Third-Party,In Progress,Unpatched,CVE-2011-3064,None,/getUser,Azure-Dev,Tier 2,P3,467,IT,FEPZ02605770732462,Daniel Morales,Malik West,Specific how purpose who in special.,4/22/2025 4:13,Resolved
ALERT-100379,GCP,Insecure Security Group,High,Open,us-east-1,GKE,091ed17e-431d-4683-8910-8dfacdbd932d,6910d2e5-886b-4753-9ed2-d3b99907bf6b,pamela38@hamilton.com,58.244.165.197,53.253.175.217,3/18/2025 16:30,WIZ AutoFocus,Notify Admin,POL-5979,Insecure Security Group Policy,ISO 27001,TRUE,TRUE,TLS,8080,102.07,9,3,TRUE,Alert for Insecure Security Group detected in GKE on GCP,dev,FALSE,,,BR,Sao Paulo,810eee02-dfe7-4d79-a574-8c411e9b5813,VirusTotal,24 hours,Intern,IoT Device,Production,Whitelisted,Misclassification,TICK-9200,36,0.93,Owner=Security,Manual,In Progress,Patched,CVE-2020-8946,PCI,/deleteFile,AWS-Prod,Tier 3,P1,148,Engineering,CLJF52333414492806,Robert Mccarthy,Jocelyn Huang,With challenge bag truth state story notice.,4/20/2025 4:31,Mitigated
ALERT-100380,Azure,Failed MFA,High,Open,ap-southeast-1,AKS,bd26fe9b-7181-4534-be58-404679c046ea,8e85229d-a2f4-44a2-aed0-651b5640bc83,awolf@hunt-fisher.com,146.69.116.127,18.1.173.196,4/20/2025 17:13,WIZ Vertex FSOAR,Block IP,POL-5902,Failed MFA Policy,HIPAA,TRUE,FALSE,RSA-2048,3389,109.93,2,3,TRUE,Alert for Failed MFA detected in AKS on Azure,"internal,prod",TRUE,,,IN,Bangalore,7e6b3628-966e-4d22-b1fd-6999f790e227,IBM X-Force,72 hours,Admin,IoT Device,Production,Whitelisted,Misclassification,TICK-1709,3,0.3,Dept=Finance,Automated,In Progress,Unpatched,CVE-2018-1653,PHI,/deleteFile,AWS-Prod,Tier 1,P1,1283,HR,ENWO54572549290387,Robert Gibson,Kimberly Brown,Tree money music Republican look not.,4/24/2025 17:35,Resolved
ALERT-100381,GCP,Root Account Usage,High,Open,us-east-1,Cloud Functions,393a9add-13a2-4f34-8311-bdd6e094943b,0becfc19-f206-4262-a5a5-16fb841aa3a7,brian91@mcgee.com,190.148.54.60,165.104.23.10,3/2/2025 9:47,WIZ Vertex FSOAR,Update Policy,POL-4519,Root Account Usage Policy,None,TRUE,FALSE,RSA-2048,5432,49.85,10,5,FALSE,Alert for Root Account Usage detected in Cloud Functions on GCP,"internal,critical",FALSE,,,IN,Bangalore,ca76a787-5c46-45f0-82cd-20fd70cc145e,AlienVault,8 hours,Manager,IoT Device,Test,Whitelisted,Behavior expected,TICK-6087,34,0.33,Env=Test,Third-Party,Pending,Not Applicable,CVE-2010-3843,PII,,Azure-Dev,Tier 2,P3,747,IT,HPYU00767666384576,William Stein,Leslie Garcia,Wait government serious guy certainly financial but.,4/19/2025 21:12,Resolved
ALERT-100382,Azure,DDoS Attack,Critical,Open,centralus,AKS,5a054b9e-ca5e-4ebe-b085-5caefee44fe0,50759356-a9af-41af-bb52-31894f09fc41,ronaldwallace@walker.info,48.188.206.34,208.100.38.36,2/14/2025 19:13,WIZ Vertex FSOAR,Revoke Access,POL-9286,DDoS Attack Policy,PCI DSS,FALSE,FALSE,None,21,430.97,9,1,TRUE,Alert for DDoS Attack detected in AKS on Azure,"internal,prod",TRUE,,,DE,Berlin,432eb70b-9b94-4b8f-aeff-95cbe8935fab,IBM X-Force,8 hours,Manager,IoT Device,Test,Maintenance,Misclassification,TICK-1134,34,0.3,Env=Dev,Third-Party,Pending,Patched,CVE-2023-1745,PCI,/downloadReport,Azure-Dev,Tier 1,P1,49,Engineering,BIAT36011579000547,Sharon Ross,Wendy Miller,Create stay three.,4/21/2025 7:15,False Positive
ALERT-100383,GCP,Abnormal API Call,Critical,Open,centralus,Cloud Storage,29a44542-722e-4c5e-84ef-cee8fb1d818a,a249a8f5-8775-41b5-b0b9-b2d28e301127,graydaniel@collier.net,161.224.7.190,157.13.252.110,2/10/2025 21:12,WIZ Knex Cloud,Block IP,POL-5744,Abnormal API Call Policy,CIS,TRUE,TRUE,TLS,8080,31.44,6,3,FALSE,Alert for Abnormal API Call detected in Cloud Storage on GCP,"prod,external",TRUE,,,IN,Bangalore,c0c00ecb-630b-4786-9115-bc914fe25c1c,Internal,24 hours,Developer,Workstation,Production,Known benign,Behavior expected,TICK-6391,15,0.68,Env=Dev,Manual,In Progress,Not Applicable,CVE-2022-7709,PCI,/deleteFile,AWS-Prod,Tier 2,P3,1277,Security,TZKO03239783211092,Cheryl Hansen DVM,Calvin Gross,Send product middle window.,4/19/2025 0:35,Resolved
ALERT-100384,AWS,Suspicious Container Activity,Medium,Open,asia-east1,RDS,1b328d0b-99c1-4dcc-942a-0acd302c9004,a77c055d-19cb-44de-9ff4-b5fcf2a594f6,drichardson@gmail.com,216.5.175.124,189.80.51.50,4/10/2025 16:36,WIZ Vertex FSOAR,Revoke Access,POL-9008,Suspicious Container Activity Policy,CIS,TRUE,FALSE,AES-256,80,89.78,7,4,FALSE,Alert for Suspicious Container Activity detected in RDS on AWS,"internal,test,pci",FALSE,,,BR,Sao Paulo,fc7c913a-c653-418c-8bb0-93a90bdc275d,Internal,4 hours,Analyst,Workstation,Production,None,Test system,TICK-9321,31,0.18,Owner=Security,Automated,In Progress,Patched,CVE-2024-6755,None,,GCP-Test,Tier 2,P4,430,Finance,PKDO90906295791552,Janet Oneill,Laurie Johnson,Popular work simple certain offer.,4/22/2025 21:31,Resolved
ALERT-100385,GCP,Unapproved Third-Party App,High,Resolved,australia-southeast1,VPC,c35cf390-790b-43bd-a757-5223c3ee6ca8,ae534b54-9e22-4c47-b640-ce629a3d5175,taylorsimpson@lucas.net,135.227.22.29,164.19.62.247,2/19/2025 18:57,WIZ Blaze,Update Policy,POL-8357,Unapproved Third-Party App Policy,PCI DSS,FALSE,TRUE,RSA-2048,0,137.6,7,4,TRUE,Alert for Unapproved Third-Party App detected in VPC on GCP,"critical,gdpr",TRUE,josephflores@hotmail.com,1378,IN,Bangalore,3ddda8d9-6393-4311-9519-278183bf9a9c,IBM X-Force,8 hours,Developer,Mobile,Production,None,Misclassification,TICK-2632,11,0.16,Env=Prod,Manual,Pending,Not Applicable,CVE-2016-4336,PII,/deleteFile,AWS-Prod,Tier 3,P4,1373,Security,DQGD42260604814983,Ashley Levy,Charles Donovan,Money walk picture treat high expect mind light.,4/20/2025 17:07,Resolved
ALERT-100386,Azure,Unpatched Vulnerability,Medium,Open,eu-west-1,NSG,d53fad5b-86e6-4d6d-9dce-2e33100bcb1d,5aa172b3-54f0-47fc-b119-0ed639722b3c,ericaanderson@brown-ayers.com,220.179.41.140,223.82.128.137,3/17/2025 9:12,WIZ Knex Cloud,Auto-Remediate,POL-3028,Unpatched Vulnerability Policy,NIST,TRUE,TRUE,RSA-2048,21,185.44,4,4,TRUE,Alert for Unpatched Vulnerability detected in NSG on Azure,test,TRUE,,,IN,Bangalore,92722e0b-cdb7-4f63-af59-92dfb0070cd5,Internal,24 hours,Developer,Workstation,Production,Whitelisted,Test system,TICK-7156,31,0.92,Dept=Finance,Manual,Pending,Not Applicable,CVE-2023-5539,PHI,/login,GCP-Test,Tier 2,P4,211,Finance,ETXL67499093831188,Abigail Harris,Rebecca Sanders,Itself try thing reflect total doctor amount speak.,4/22/2025 6:43,Monitoring
ALERT-100387,Azure,Suspicious Container Activity,Medium,Resolved,southamerica-east1,Functions,38c07d7c-89cf-4bcf-a4d0-d76efd063fe3,87238c03-15d2-44a4-9165-8e5a1388514f,tlee@mcdonald-bailey.org,145.247.11.129,98.115.89.214,1/30/2025 4:55,WIZ Knex Cloud,Block IP,POL-7583,Suspicious Container Activity Policy,CIS,FALSE,TRUE,TLS,5432,569.04,3,4,TRUE,Alert for Suspicious Container Activity detected in Functions on Azure,"critical,pci,test",TRUE,joseph67@hotmail.com,239,IN,Bangalore,150a3c63-346f-4bbc-ab43-22918b2d982f,VirusTotal,24 hours,Manager,Mobile,Staging,None,Misclassification,TICK-3728,16,0.34,Env=Prod,Third-Party,In Progress,Unpatched,CVE-2019-4826,PII,,AWS-Prod,Tier 3,P1,1022,Finance,EDBI04234510321748,Peter Crawford,Roy Wheeler,Fly heavy type head know new design.,4/23/2025 19:18,Monitoring
